Bedrooms,Bathrooms,Area_sqft,Location_Rating,Age_of_House,Garage,Price
2,2,969,3,43,1,283345
3,2,3975,3,10,0,650794
1,1,2852,6,24,0,406120
4,1,2604,10,45,1,597884
1,3,3784,8,44,1,581960
4,2,2303,6,33,1,549189
2,3,3512,2,19,0,555965
1,1,3924,2,6,1,497115
5,1,1040,7,32,0,437068
2,3,3857,1,34,0,558138
4,1,3506,1,28,1,581843
2,2,826,7,11,0,315729
1,3,3175,9,4,1,585094
3,2,3001,5,11,1,558685
3,2,1222,1,28,1,367085
4,1,1624,5,34,1,442790
4,2,2176,1,19,0,482613
3,3,3574,10,36,1,700094
4,2,2243,9,0,0,569184
2,2,1784,4,15,0,353776
5,2,760,9,29,1,487707
5,2,1470,2,8,0,458556
2,2,3799,7,41,1,609891
5,1,2345,2,9,1,568009
1,3,1774,4,12,1,383625
2,1,1043,6,47,0,289237
4,3,2390,2,19,1,544899
2,3,2094,2,28,1,419048
3,3,1062,2,3,0,375587
4,3,3701,3,45,1,689404
3,3,1072,5,48,1,404119
4,2,3204,9,27,1,685047
5,1,679,6,36,1,409195
2,1,1662,9,12,1,387097
1,2,839,10,2,1,304176
4,3,1156,5,36,0,455853
4,1,1189,6,47,1,391238
3,2,1960,10,18,1,514157
5,2,2484,8,27,1,627044
3,1,2575,3,18,1,472906
3,1,1903,2,16,0,388714
5,3,1739,3,17,1,574148
1,3,2916,9,17,0,522583
3,1,2539,6,22,1,494413
3,3,934,10,39,1,440351
4,2,911,4,49,0,369272
5,3,1676,10,8,0,596231
2,3,3739,3,28,1,614565
1,2,3341,2,41,1,475891
1,3,633,4,28,1,251117
5,2,2441,9,1,1,655032
4,3,985,4,16,1,439451
4,1,848,5,44,1,350930
5,3,1734,8,30,0,581536
4,1,3765,2,27,1,615559
1,1,2033,3,42,1,307044
1,1,1802,6,47,1,327855
2,1,3718,7,38,0,553821
5,1,1393,4,29,0,441796
3,2,1451,1,34,0,341287
3,2,3521,7,47,1,644502
2,2,975,9,19,0,336006
2,1,1323,1,15,1,281175
4,3,2210,1,33,1,534658
2,2,2513,1,13,1,417869
2,3,801,10,25,1,364086
3,3,3092,7,19,1,627339
4,1,2542,9,41,1,589128
2,1,2944,3,23,1,471700
2,1,1931,8,42,0,387718
4,2,1092,9,17,0,467920
5,1,937,3,42,0,374569
4,2,2568,3,8,1,546976
3,2,3570,1,18,0,584454
5,2,2465,2,19,1,593480
1,2,3737,7,41,0,544700
4,1,1391,3,29,0,369837
3,2,2116,7,25,1,505553
5,1,2622,5,30,0,557990
4,1,3609,10,34,1,688654
2,2,2964,8,2,0,528467
4,1,1541,5,39,0,411209
1,3,3273,3,28,0,491281
4,1,2722,9,5,1,609263
5,1,3586,7,0,1,717603
5,2,658,5,23,0,421368
4,2,3033,7,37,0,599023
5,1,2662,10,33,1,653604
2,2,1854,9,6,0,449234
4,3,2846,5,10,0,620346
2,3,1977,7,10,1,484104
2,2,634,9,35,0,297307
3,1,761,1,19,0,257293
4,3,3629,4,15,1,718414
5,3,3446,1,4,1,714721
2,1,1494,8,23,1,374303
3,2,1070,3,29,1,344137
4,3,3178,2,29,0,601912
4,1,3439,4,38,1,625310
1,1,3499,3,47,1,441560
1,3,2046,5,46,0,385739
2,2,947,8,36,1,324428
1,3,1293,10,32,1,357538
2,1,1534,8,19,0,360664
5,3,1512,7,21,1,569164
2,2,746,8,40,1,326543
1,1,2311,5,20,0,361938
5,2,1274,10,36,1,525319
1,3,2039,10,26,1,467992
2,3,3334,6,37,0,552697
3,2,2117,8,34,0,487167
4,3,1879,1,37,1,493136
1,2,3607,6,39,1,520221
2,3,1285,6,5,1,379058
5,2,1726,5,31,0,506141
1,2,720,4,15,1,252602
1,1,3066,1,27,1,384253
4,1,2997,10,15,0,639908
2,2,641,8,26,1,303121
3,3,628,6,2,1,389058
5,3,1565,3,48,1,538347
2,3,2515,3,20,0,460859
5,2,3432,6,37,0,700878
1,2,2600,7,37,1,434414
4,2,2661,8,29,1,599136
4,2,1519,5,21,0,465148
3,1,1417,10,18,1,452148
4,2,3472,6,30,0,642686
1,3,2108,1,19,0,333684
3,1,1812,6,46,0,388987
2,3,1471,9,18,0,432234
4,2,894,10,1,0,464606
3,1,3854,4,39,1,603546
1,2,1463,10,38,0,323487
5,1,3195,1,26,1,604995
5,3,3708,9,7,1,807185
1,2,3655,4,44,1,512200
1,2,1637,2,26,0,275718
5,1,3282,1,14,1,641628
3,1,1194,3,11,1,352971
5,2,1782,7,46,1,566522
1,1,2117,10,13,0,372314
4,2,1952,2,6,1,478774
2,1,1213,9,16,0,338296
4,3,2472,2,25,0,551454
4,1,3754,5,36,1,675697
1,3,2203,8,19,1,434609
5,1,2183,10,9,0,591350
3,1,2192,8,18,0,479449
4,2,3693,3,17,1,688899
5,1,1755,2,29,1,482413
3,1,1064,9,29,1,366587
4,3,2079,3,24,1,554025
3,1,3973,8,23,1,666923
5,2,3602,2,9,0,698795
2,3,3577,3,1,0,584635
5,2,1890,1,37,0,492122
1,2,3446,6,31,0,489385
3,2,3042,7,34,0,572127
2,2,3791,4,36,1,566391
3,3,2893,1,6,0,519422
3,1,1167,3,6,1,328576
4,2,637,9,26,0,399812
1,3,844,5,9,0,259024
3,2,620,6,32,1,317823
5,1,1733,4,42,0,489141
5,3,2229,1,6,0,560287
4,3,993,5,5,0,453963
1,1,2033,5,5,0,349619
1,3,1586,5,12,1,376844
5,1,2271,6,47,0,542580
2,3,2655,2,12,0,473724
4,3,2975,1,1,0,584121
4,1,2510,2,18,0,474430
5,1,889,10,18,0,447854
5,3,2386,6,49,0,605981
2,3,3158,5,37,0,534217
2,1,1511,5,1,0,328240
1,1,960,6,25,1,235585
4,3,2222,10,5,1,635959
4,3,3363,7,19,1,709897
5,3,818,9,22,0,483778
1,1,3053,7,14,0,432632
4,3,2615,2,5,1,589037
1,2,2640,6,27,1,456281
1,1,2644,9,34,1,432489
5,3,3400,7,10,1,768484
1,1,3570,2,7,0,447508
2,2,1431,3,49,1,326748
2,1,2393,8,48,0,409130
3,3,2391,9,23,1,560558
5,2,3441,4,20,0,690098
3,2,1843,9,48,0,441840
2,3,1194,2,35,0,322577
3,3,2754,5,6,0,571501
5,3,1180,2,4,1,483053
5,1,3256,1,28,0,587270
1,1,2347,5,15,0,347481
4,1,3957,2,5,1,661322
1,3,2655,7,13,1,471533
5,3,3453,8,1,1,775556
2,1,2836,2,24,1,446674
2,2,680,7,30,0,281802
1,1,2755,4,49,1,408844
5,2,1944,1,49,0,497222
2,3,2202,3,12,1,451248
5,3,3333,1,17,0,664676
2,1,945,5,16,1,303555
5,1,2486,8,44,1,601771
3,3,2975,1,27,1,539166
5,1,1154,9,11,1,490266
5,3,901,3,34,0,443358
1,3,799,5,21,1,272383
3,2,3540,9,38,0,640715
4,1,1662,5,0,0,457285
1,3,906,9,36,1,330378
4,1,3675,10,20,1,698890
2,2,2256,8,0,0,466524
4,2,2471,7,3,0,556307
5,1,3748,1,31,0,654348
4,1,3115,4,0,0,594315
1,3,2826,9,12,0,521282
1,2,3292,10,45,1,534189
4,2,2446,8,46,1,578551
1,2,2364,4,16,0,369852
1,1,875,1,11,1,200635
4,3,1775,10,6,0,577247
3,1,3835,4,2,1,636296
3,1,3961,3,49,0,589533
2,1,2001,6,25,1,412181
1,3,3268,5,30,1,540081
4,1,1237,5,35,0,387387
1,2,2375,2,25,1,377953
5,2,3981,3,2,0,750918
1,2,1529,6,43,0,306102
1,3,2480,2,27,1,400778
3,1,782,4,43,0,274736
4,3,2444,2,16,1,570983
1,1,3977,9,37,1,553908
3,2,671,3,46,0,273576
2,1,3890,10,29,1,609818
3,1,3366,10,1,0,625369
3,1,3844,6,7,0,639527
3,3,2276,1,13,1,495854
1,1,1895,10,36,0,370861
1,1,3373,3,34,1,450279
2,1,2916,8,41,1,486010
5,3,1643,5,38,0,551322
5,3,3225,8,10,1,741953
5,3,3642,2,14,0,718381
2,1,1414,7,1,0,344265
5,2,2126,9,36,0,600926
5,2,2794,7,42,0,622577
3,2,3836,3,31,1,611529
1,1,3537,7,39,0,497152
1,2,909,8,12,0,290801
3,2,3165,1,42,0,500478
3,2,2661,3,16,1,511873
3,1,731,5,14,1,302274
1,2,2477,6,32,0,403496
5,2,3402,3,15,1,684577
3,1,3086,4,12,1,540322
2,3,3390,5,21,0,571055
3,2,1339,3,22,0,356462
4,3,1394,4,35,1,458446
3,2,2910,5,42,1,555258
1,1,3290,2,49,1,416206
3,3,3896,10,49,0,714043
4,3,857,9,9,1,483515
2,3,1857,10,16,1,478052
5,3,3056,8,29,1,745597
3,2,2451,6,12,1,518709
4,2,1574,10,29,0,515686
4,3,1647,3,45,0,469428
2,2,870,2,29,0,241382
1,3,1718,7,6,1,395068
3,3,741,8,9,0,374910
4,1,1501,10,34,1,487563
2,3,3621,1,1,1,572853
5,2,3752,6,29,0,731104
4,3,873,7,18,1,448127
2,1,2923,9,38,1,504238
1,2,1064,3,36,1,261462
1,1,1831,2,2,0,287254
4,1,1919,5,24,0,447140
4,3,3710,10,33,0,764112
3,1,887,1,21,0,249785
2,1,3795,6,37,0,541541
4,2,1475,9,13,0,476427
3,1,2592,10,38,0,526947
3,3,3954,9,1,0,728096
4,3,3525,7,31,0,692620
1,3,2827,7,42,0,460733
2,1,1720,8,2,1,412070
2,2,1814,10,40,0,413599
1,3,3745,2,7,1,543776
4,1,1046,6,25,1,404827
2,3,3432,5,31,0,550631
4,3,3208,5,10,0,650643
4,2,3131,3,49,1,584299
3,3,3496,3,0,0,620824
1,2,1321,6,14,0,302421
4,1,2763,10,3,1,612436
5,3,3182,10,3,0,738560
1,1,3769,7,27,0,508389
2,1,1951,1,9,1,367735
3,1,1006,3,10,1,340539
2,3,3984,1,49,1,609962
2,2,2325,10,22,0,475301
1,3,1293,3,46,1,306698
2,1,3819,5,2,0,545647
4,2,1094,9,38,0,457560
2,1,1547,3,38,0,280938
3,2,622,10,16,1,367034
3,3,1728,10,21,0,508530
5,2,2298,9,26,0,603916
3,3,1157,1,15,1,361128
2,1,2216,6,15,1,432279
3,2,1540,9,39,0,436634
1,1,1845,5,2,1,352762
3,2,3502,10,46,0,651640
4,3,3686,2,32,0,650790
1,2,3538,5,41,0,497128
5,2,2256,1,1,1,549450
4,3,677,9,38,1,462755
2,3,1945,10,45,0,458036
2,3,1406,10,47,0,415800
2,2,3912,9,26,0,614810
4,1,1641,6,14,0,456520
4,2,1367,9,6,1,508877
4,2,1053,3,44,1,401150
1,1,3575,4,41,1,496651
1,3,2924,6,8,1,499570
2,2,2047,4,40,1,411847
3,1,2099,1,5,0,412902
2,3,1650,7,11,1,444906
5,3,3161,5,29,0,672666
1,2,2488,8,19,0,414270
4,3,3111,9,19,1,704950
1,3,3454,5,45,1,542135
4,1,3471,8,26,0,628214
5,1,962,1,19,0,384854
5,3,3398,1,6,0,705706
1,1,1124,7,39,1,271790
4,3,3855,6,39,1,737245
5,2,1817,5,29,1,551426
2,1,2085,5,7,1,421183
2,3,2703,9,1,0,542395
4,3,1853,1,13,1,506518
1,1,3136,8,9,0,488318
5,1,3699,2,49,1,670543
1,2,2455,7,17,1,423164
2,3,1321,6,17,1,406240
5,2,2583,10,15,0,648587
1,2,1807,2,4,0,304624
3,2,2048,3,30,1,450249
4,1,1998,4,36,0,431881
4,2,2688,7,19,0,572305
3,1,2107,8,22,1,468108
2,1,1603,2,31,1,295134
5,2,2907,8,41,0,651303
4,2,3088,9,16,1,675969
3,3,1525,7,12,0,466994
3,2,1455,1,48,0,344952
2,3,683,6,49,1,320054
2,2,2693,8,12,0,487197
1,2,3087,5,16,1,465348
4,2,2142,2,14,0,476874
1,2,1585,5,25,0,303166
3,3,2468,8,43,0,552010
5,3,735,2,27,0,419970
5,2,1806,1,41,0,463894
2,2,2332,4,44,0,420384
5,3,1795,4,29,1,570559
5,1,1508,9,42,0,495144
5,1,3508,3,34,0,662165
3,1,3435,4,21,0,564217
5,3,1189,3,9,1,524218
5,3,2551,2,10,0,595151
5,1,1555,4,37,0,454126
1,1,3337,8,32,0,462244
3,2,3186,1,5,1,548975
2,3,1743,8,36,1,430655
1,3,3952,8,6,1,632192
4,1,1931,3,43,0,442674
3,1,3355,10,11,0,592516
3,3,3948,10,6,0,734422
4,2,2153,6,1,1,536279
4,1,2942,4,0,0,561538
4,3,2406,1,22,1,556607
2,3,2700,1,24,1,479836
5,2,1405,5,17,0,501246
3,2,2055,8,43,0,456547
5,1,651,1,6,1,389791
5,1,3375,2,2,0,644630
4,1,671,7,28,1,353559
2,3,627,8,9,1,330436
1,1,1068,3,42,0,196630
2,3,1363,8,4,0,384880
5,1,3533,1,33,0,621239
2,2,3559,9,7,0,587115
4,2,3194,2,13,0,599007
1,3,2024,2,39,0,348844
4,2,2848,4,5,0,594064
1,3,1419,10,0,1,409467
5,3,2089,3,32,0,581565
1,2,2275,4,39,0,370425
1,3,1159,6,10,0,308142
1,2,978,7,49,0,252124
2,1,2518,5,23,1,432198
2,1,3848,2,9,0,544780
5,2,1675,3,43,1,503759
1,2,678,10,22,1,289868
3,2,2008,3,15,1,436969
5,2,1433,5,36,1,499682
1,1,1631,5,15,1,301036
1,3,3885,4,43,0,545774
2,3,2672,8,30,1,558230
5,1,1049,6,5,1,447038
1,3,3415,6,29,0,509866
1,1,3402,1,36,1,421451
5,3,2592,6,0,0,648148
3,2,2084,3,41,0,430778
5,2,2845,6,24,0,622687
5,2,3765,10,45,0,776270
3,1,2342,6,20,1,485162
5,1,2570,2,34,1,569911
1,3,3084,1,37,1,458998
5,3,2150,3,4,0,570408
3,3,1289,5,48,0,391579
4,1,2590,4,49,0,488033
5,3,2001,7,11,1,608740
2,2,1186,4,4,0,333410
1,3,2751,8,8,1,517718
1,2,2429,7,43,1,422054
2,1,2585,10,8,0,495275
2,2,1226,9,34,0,350276
5,2,2631,1,0,0,569105
2,2,3710,5,46,0,543870
4,1,3105,4,9,0,559904
3,1,963,6,45,1,325773
2,1,2782,1,38,1,401461
2,1,973,6,35,0,267604
4,3,3903,1,36,0,675377
1,1,2686,1,47,0,339780
1,2,2587,8,34,1,448562
5,1,3466,2,16,1,660502
4,3,2694,10,12,1,692745
3,3,2683,6,5,1,605353
3,3,2742,6,36,0,545084
4,2,3632,6,47,1,662738
3,1,1984,8,31,1,475861
1,1,2148,4,10,0,341362
3,1,1769,3,16,0,384965
3,2,2540,6,4,1,554084
4,2,967,4,5,0,386001
4,3,664,2,9,0,372857
3,3,3899,6,32,0,656480
2,1,1353,10,29,1,377344
4,2,2143,5,20,1,546754
5,2,2635,9,41,0,634277
5,1,3463,6,16,0,691288
1,1,2476,3,26,1,345475
3,3,2178,5,2,1,518454
2,3,1355,10,28,0,392696
1,3,2828,8,1,0,505698
3,1,2124,9,28,1,482770
4,1,1196,8,48,0,414117
5,3,3826,3,35,1,763959
2,3,3434,9,33,0,588147
5,2,3274,3,36,1,673964
4,2,2434,8,41,0,550011
3,3,3770,10,0,1,737973
4,3,3263,9,25,0,708454
4,2,1995,7,0,0,509810
5,3,2186,4,3,0,587860
2,2,711,10,38,0,310088
4,2,1052,9,13,1,470743
5,2,3403,3,45,0,662744
2,1,3840,3,17,1,571814
3,1,3231,2,33,1,544719
3,3,2786,10,0,0,623001
1,2,2471,3,21,1,393981
5,1,2878,1,15,0,583564
2,3,1862,4,21,1,427769
4,3,3631,8,49,0,689798
3,3,852,5,15,0,353610
2,3,2604,2,27,1,462384
5,3,2059,3,27,1,562976
1,2,2542,1,21,0,376521
3,3,3208,2,5,1,611296
2,2,1926,1,24,0,355954
2,1,2719,2,41,0,411629
2,3,3934,3,1,1,624922
5,1,2457,1,6,0,513684
5,2,2869,9,16,1,691560
5,2,1700,10,34,0,568044
4,1,661,5,19,0,335451
2,3,2094,8,43,0,471199
3,3,1780,5,1,1,481211
5,1,1405,8,6,0,488727
5,1,2772,7,31,0,599728
2,1,3388,4,48,1,501745
5,3,2475,7,18,0,661357
4,3,2808,6,11,1,663803
4,3,1140,3,8,1,455982
5,1,1225,9,26,1,515413
2,3,2214,10,13,0,486192
2,2,705,9,1,1,343880
2,1,1754,5,20,0,357938
1,3,2308,8,3,1,456859
5,1,3423,7,20,0,698849
2,2,2508,9,47,1,512459
4,2,2649,7,21,1,605939
3,1,2880,4,48,1,497204
3,1,968,4,1,0,298552
2,2,1874,8,16,1,456059
3,1,1545,6,18,0,375366
3,2,3779,9,39,0,676397
1,2,3947,10,23,0,598000
4,3,2827,7,19,0,620753
4,1,892,7,37,0,383531
1,1,1183,4,11,0,214587
1,3,3442,3,24,1,513926
3,2,2822,8,22,1,565115
5,1,2770,7,49,0,582592
3,3,2874,4,33,0,541834
1,3,3091,4,31,1,503595
4,1,3075,1,23,1,568469
3,3,3754,7,41,0,646577
5,2,1364,1,24,1,472642
3,3,3279,10,2,0,668792
2,2,2712,10,24,1,541314
3,2,1904,4,27,1,463532
1,1,2014,3,11,1,332957
4,3,1027,3,25,1,447555
4,2,3265,1,47,1,604532
1,2,3572,4,43,0,475869
2,3,2614,1,7,0,472466
1,2,3459,8,4,1,564640
3,3,706,1,10,0,305630
1,1,1258,6,41,0,236052
1,2,3933,7,34,1,563351
2,2,1782,10,26,0,415789
3,3,2912,2,40,0,522595
5,3,1825,4,43,1,553833
5,3,754,3,37,0,407498
4,3,3684,9,18,1,753767
1,2,3968,7,47,1,571728
4,1,1495,2,31,0,380642
2,1,2121,6,45,1,400555
5,1,2220,9,27,0,568597
1,1,1592,3,35,0,244907
2,3,2892,6,17,1,553260
2,2,1923,3,9,0,381226
1,2,1985,3,31,0,303797
2,2,3033,4,17,0,480513
1,3,3406,9,11,0,565504
1,2,3983,8,7,0,570711
3,3,3061,1,32,0,524054
4,2,1901,1,45,0,421912
2,1,3362,7,37,1,548575
2,3,1358,3,13,0,347740
3,2,1346,7,1,1,429928
3,1,1192,9,8,1,416098
3,1,2148,3,43,0,423170
5,1,3486,3,4,1,672027
5,3,615,2,33,1,434641
5,3,1592,10,18,1,612369
1,2,1668,1,6,0,298015
2,1,1944,9,38,1,397351
4,2,3298,6,41,1,651254
1,2,3997,6,16,1,575527
2,1,2795,8,25,1,485965
2,2,3002,5,45,1,520796
3,3,3907,9,26,1,716685
3,2,1302,5,42,0,381841
1,1,1212,2,27,1,230597
3,3,704,6,19,1,366873
2,3,2097,9,5,0,484994
3,2,995,3,7,0,323714
5,2,3253,10,31,1,720937
3,3,3891,4,18,1,697340
2,2,2610,10,31,0,521542
1,1,1450,8,18,1,299273
4,2,2588,6,23,1,589927
3,2,1041,7,23,0,384793
2,3,2268,7,16,1,493951
4,2,1472,4,17,0,428855
4,2,1266,6,11,1,467841
5,2,1651,9,40,1,568048
4,1,3441,3,22,0,611230
2,2,3122,8,47,0,513336
2,1,1227,7,17,1,352314
3,1,3976,4,15,1,641749
3,1,2028,10,15,1,512276
3,1,3149,3,35,0,524636
4,3,947,7,22,0,426046
4,1,1863,10,21,0,499784
5,2,1617,9,38,0,523742
3,1,1169,10,32,0,373963
1,2,3342,3,23,0,463190
5,1,2673,10,19,1,674299
1,3,3748,9,32,0,576102
4,1,2552,8,30,0,552076
5,1,2864,3,39,0,573194
5,3,1951,8,7,0,593902
2,1,3484,4,9,1,532917
4,2,3421,6,0,0,642461
4,1,3694,10,20,1,727661
5,1,1269,2,24,0,412071
4,1,1317,8,31,1,455527
5,3,2957,9,45,0,688292
